"customer_id","customer_name","email","signup_date","customer_segment","state","region_id"
103,Owen Anderson,customer0103@example.com,2025-12-03,Consumer,MN,3
104,Ava Clark,customer0104@example.com,2025-11-05,Small Business,IL,3
105,Aiden Anderson,customer0105@example.com,2023-04-17,Consumer,OR,5
106,Noah Lewis,customer0106@example.com,2023-05-29,Small Business,GA,2
107,Emma Anderson,customer0107@example.com,2024-06-21,Consumer,PA,1
108,Olivia Anderson,customer0108@example.com,2023-11-01,Small Business,GA,2
109,Mia Harris,customer0109@example.com,2024-01-20,Consumer,NC,2
110,Lucas Thompson,customer0110@example.com,2023-08-28,Small Business,NC,2
111,Ella Johnson,customer0111@example.com,2022-10-16,Small Business,NY,1
112,Ryan Taylor,customer0112@example.com,2022-07-04,Small Business,TX,4
113,Ryan Garcia,customer0113@example.com,2024-07-20,Consumer,MI,3
114,Leah Taylor,customer0114@example.com,2022-08-10,Small Business,CO,5
115,Jack Harris,customer0115@example.com,2023-11-03,Corporate,NY,1
116,Ella Anderson,customer0116@example.com,2025-08-22,Consumer,NY,1
117,Emma Anderson,customer0117@example.com,2024-10-05,Consumer,NY,1
118,Mia Moore,customer0118@example.com,2024-07-18,Consumer,UT,5
119,Owen Brown,customer0119@example.com,2024-04-29,Consumer,OK,4
120,Zoe Martinez,customer0120@example.com,2022-03-09,Small Business,WA,5
121,Ella Wilson,customer0121@example.com,2024-01-13,Consumer,NM,4
122,Nora Smith,customer0122@example.com,2024-03-26,Consumer,CA,5
123,Olivia Davis,customer0123@example.com,2025-08-07,Consumer,TX,4
124,Aria Wilson,customer0124@example.com,2022-09-15,Small Business,NY,1
125,Ryan Davis,customer0125@example.com,2025-04-15,Consumer,NY,1
126,Mia Lewis,customer0126@example.com,2022-01-06,Consumer,OH,3
127,Ryan Martinez,customer0127@example.com,2022-12-24,Consumer,FL,2
128,Ava Taylor,customer0128@example.com,2023-05-03,Consumer,FL,2
129,Lucas Smith,customer0129@example.com,2022-09-17,Small Business,TN,2
130,Olivia Thompson,customer0130@example.com,2024-07-07,Small Business,CT,1
131,Sophia Martin,customer0131@example.com,2024-10-28,Consumer,UT,5
132,Leo Anderson,customer0132@example.com,2024-07-27,Consumer,NJ,1
133,Aiden Moore,customer0133@example.com,2024-05-23,Small Business,MA,1
134,Olivia Johnson,customer0134@example.com,2023-10-22,Consumer,TX,4
135,Lucas Lewis,customer0135@example.com,2025-07-20,Consumer,NC,2
136,Jack White,customer0136@example.com,2023-08-27,Consumer,NV,4
137,Sophia Garcia,customer0137@example.com,2025-09-02,Consumer,NV,4
138,Zoe Martin,customer0138@example.com,2023-04-13,Consumer,VA,2
139,Zoe Garcia,customer0139@example.com,2023-10-03,Consumer,NM,4
140,Mia Thompson,customer0140@example.com,2022-05-18,Consumer,IL,3
141,Zoe Garcia,customer0141@example.com,2024-02-03,Small Business,CT,1
142,Owen Harris,customer0142@example.com,2025-02-24,Consumer,NJ,1
143,Nora Jackson,customer0143@example.com,2022-04-16,Corporate,NV,4
144,Nora Garcia,customer0144@example.com,2025-03-29,Consumer,OH,3
145,Ethan Garcia,customer0145@example.com,2023-12-19,Small Business,NM,4
146,Lucas Clark,customer0146@example.com,2023-04-09,Small Business,CT,1
147,Jack Harris,customer0147@example.com,2022-02-23,Consumer,OR,5
148,Liam Martinez,customer0148@example.com,2025-12-10,Small Business,PA,1
149,Ava Lee,customer0149@example.com,2022-10-21,Consumer,MN,3
150,Mia Patel,customer0150@example.com,2022-07-07,Small Business,NY,1
151,Zoe Martin,customer0151@example.com,2023-11-30,Consumer,NM,4
152,Owen Lewis,customer0152@example.com,2022-06-23,Corporate,OH,3
153,Jack Smith,customer0153@example.com,2025-10-12,Consumer,VA,2
154,Aiden Lewis,customer0154@example.com,2024-06-24,Consumer,AZ,4
155,Sophia Taylor,customer0155@example.com,2024-05-30,Consumer,UT,5
156,Leo Anderson,customer0156@example.com,2022-04-04,Consumer,NV,4
157,Ava Davis,customer0157@example.com,2023-09-10,Corporate,NY,1
158,Mason Thomas,customer0158@example.com,2022-09-03,Consumer,MN,3
159,Mia Moore,customer0159@example.com,2024-12-26,Small Business,TN,2
160,Nora Johnson,customer0160@example.com,2024-03-24,Small Business,CA,5
161,Ava Martin,customer0161@example.com,2022-06-09,Small Business,NV,4
162,Owen Moore,customer0162@example.com,2025-12-24,Consumer,NM,4
163,Leah Patel,customer0163@example.com,2023-10-28,Consumer,CT,1
164,Nora Johnson,customer0164@example.com,2024-06-13,Small Business,AZ,4
165,Owen Moore,customer0165@example.com,2024-12-09,Consumer,NM,4
166,Ethan Thomas,customer0166@example.com,2022-12-11,Consumer,IL,3
167,Leo Davis,customer0167@example.com,2023-12-17,Consumer,WA,5
168,Sophia Brown,customer0168@example.com,2023-06-09,Consumer,TN,2
169,Olivia Lee,customer0169@example.com,2025-07-10,Consumer,TN,2
170,Ella Clark,customer0170@example.com,2025-08-09,Consumer,UT,5
171,Aria Brown,customer0171@example.com,2024-06-19,Consumer,MN,3
172,Lucas Clark,customer0172@example.com,2022-04-26,Consumer,IL,3
173,Ella Martin,customer0173@example.com,2022-03-19,Consumer,MI,3
174,Olivia Lewis,customer0174@example.com,2025-05-01,Consumer,MA,1
175,Ryan Smith,customer0175@example.com,2024-07-10,Corporate,UT,5
176,Aria Lewis,customer0176@example.com,2024-09-01,Consumer,FL,2
177,Sophia Thomas,customer0177@example.com,2022-06-22,Consumer,AZ,4
178,Ethan Martin,customer0178@example.com,2024-06-18,Consumer,CT,1
179,Nora Taylor,customer0179@example.com,2023-08-03,Consumer,NC,2
180,Emma Thomas,customer0180@example.com,2022-05-15,Consumer,UT,5
181,Mason Martinez,customer0181@example.com,2025-09-06,Corporate,NV,4
182,Aria Johnson,customer0182@example.com,2025-04-08,Small Business,NC,2
183,Leah Brown,customer0183@example.com,2025-05-03,Small Business,IL,3
184,Ryan Moore,customer0184@example.com,2025-08-10,Small Business,OH,3
185,Olivia Jackson,customer0185@example.com,2024-11-07,Consumer,OR,5
186,Liam Davis,customer0186@example.com,2023-12-01,Corporate,MN,3
187,Ethan Brown,customer0187@example.com,2022-11-14,Consumer,FL,2
188,Ryan White,customer0188@example.com,2022-03-19,Small Business,UT,5
189,Jack Moore,customer0189@example.com,2022-11-12,Consumer,TN,2
190,Ella Smith,customer0190@example.com,2024-04-21,Consumer,GA,2
191,Jack Anderson,customer0191@example.com,2024-07-08,Consumer,AZ,4
192,Aiden Davis,customer0192@example.com,2024-01-24,Small Business,WI,3
193,Ella Anderson,customer0193@example.com,2024-02-22,Consumer,OK,4
194,Noah Lewis,customer0194@example.com,2022-10-11,Small Business,FL,2
195,Nora Harris,customer0195@example.com,2022-07-30,Small Business,NV,4
196,Mason Johnson,customer0196@example.com,2022-11-25,Consumer,CT,1
197,Zoe Johnson,customer0197@example.com,2023-03-31,Small Business,NC,2
198,Zoe Smith,customer0198@example.com,2024-03-22,Consumer,NY,1
199,Olivia Taylor,customer0199@example.com,2023-04-05,Consumer,TX,4
200,Mia Brown,customer0200@example.com,2022-03-20,Consumer,MN,3
201,Aiden Martin,customer0201@example.com,2025-06-14,Consumer,FL,2
202,Lucas Davis,customer0202@example.com,2022-11-03,Consumer,CT,1
203,Zoe Garcia,customer0203@example.com,2023-08-14,Consumer,CA,5
204,Ethan Jackson,customer0204@example.com,2025-08-01,Small Business,MA,1
205,Sophia Thompson,customer0205@example.com,2025-05-07,Consumer,CT,1
206,Ethan Brown,customer0206@example.com,2023-08-20,Consumer,UT,5
207,Ethan Clark,customer0207@example.com,2024-05-03,Consumer,IL,3
208,Nora Johnson,customer0208@example.com,2024-12-13,Consumer,UT,5
209,Ava Moore,customer0209@example.com,2024-08-20,Consumer,CO,5
210,Lucas Patel,customer0210@example.com,2024-01-02,Small Business,MI,3
211,Sophia Clark,customer0211@example.com,2023-11-12,Consumer,NC,2
212,Aria Lee,customer0212@example.com,2025-11-03,Consumer,CO,5
213,Mia Johnson,customer0213@example.com,2024-07-26,Consumer,GA,2
214,Noah Smith,customer0214@example.com,2023-10-09,Corporate,CT,1
215,Ryan Thompson,customer0215@example.com,2023-06-03,Consumer,AZ,4
216,Nora Smith,customer0216@example.com,2025-09-04,Consumer,IL,3
217,Zoe Moore,customer0217@example.com,2024-06-19,Corporate,MN,3
218,Liam Thompson,customer0218@example.com,2025-11-18,Consumer,WI,3
219,Olivia Jackson,customer0219@example.com,2022-06-11,Consumer,OH,3
220,Mason Thomas,customer0220@example.com,2022-07-30,Consumer,OR,5
221,Ella Lewis,customer0221@example.com,2024-05-22,Consumer,MN,3
222,Ella Smith,customer0222@example.com,2023-12-24,Consumer,MN,3
223,Emma Johnson,customer0223@example.com,2025-10-06,Consumer,MI,3
224,Liam Patel,customer0224@example.com,2022-10-20,Small Business,CO,5
225,Mia Johnson,customer0225@example.com,2023-04-29,Small Business,PA,1
226,Leah Clark,customer0226@example.com,2022-03-08,Consumer,MN,3
227,Nora Martin,customer0227@example.com,2022-06-07,Consumer,WI,3
228,Leah Thomas,customer0228@example.com,2025-08-23,Consumer,IL,3
229,Liam Thompson,customer0229@example.com,2024-11-26,Consumer,CT,1
230,Lucas Martinez,customer0230@example.com,2025-12-12,Consumer,CT,1
231,Aiden Davis,customer0231@example.com,2022-09-09,Consumer,IL,3
232,Liam Martin,customer0232@example.com,2022-06-29,Small Business,NM,4
233,Olivia Harris,customer0233@example.com,2025-01-15,Consumer,MI,3
234,Liam Taylor,customer0234@example.com,2024-11-07,Consumer,GA,2
235,Ethan Thompson,customer0235@example.com,2022-02-23,Consumer,TN,2
236,Ella Harris,customer0236@example.com,2022-09-23,Consumer,IL,3
237,Mason Moore,customer0237@example.com,2024-09-07,Consumer,MA,1
238,Olivia Brown,customer0238@example.com,2023-10-12,Consumer,CO,5
239,Leo Taylor,customer0239@example.com,2022-09-20,Small Business,NV,4
240,Liam Brown,customer0240@example.com,2024-06-05,Consumer,CA,5
241,Leo Brown,customer0241@example.com,2023-09-15,Consumer,PA,1
242,Nora White,customer0242@example.com,2023-08-05,Small Business,NC,2
243,Ryan Martinez,customer0243@example.com,2022-09-14,Consumer,TN,2
244,Olivia White,customer0244@example.com,2025-08-05,Consumer,UT,5
245,Liam Lewis,customer0245@example.com,2025-05-24,Consumer,TN,2
246,Ava Johnson,customer0246@example.com,2022-04-04,Corporate,CT,1
247,Noah Clark,customer0247@example.com,2024-05-03,Consumer,IL,3
248,Ryan Anderson,customer0248@example.com,2025-08-07,Corporate,OK,4
249,Leah Anderson,customer0249@example.com,2024-07-17,Consumer,FL,2
250,Ella Jackson,customer0250@example.com,2024-09-18,Consumer,NC,2
251,Mia Thomas,customer0251@example.com,2023-10-16,Small Business,OR,5
252,Mia Taylor,customer0252@example.com,2024-11-20,Consumer,NM,4
253,Ella Garcia,customer0253@example.com,2023-07-02,Consumer,GA,2
254,Emma Anderson,customer0254@example.com,2024-02-26,Small Business,MA,1
255,Liam Thomas,customer0255@example.com,2025-03-29,Small Business,GA,2
256,Aiden White,customer0256@example.com,2024-08-14,Consumer,NC,2
257,Ava Johnson,customer0257@example.com,2024-03-16,Consumer,AZ,4
258,Owen Taylor,customer0258@example.com,2022-04-10,Consumer,VA,2
259,Aiden Anderson,customer0259@example.com,2025-01-04,Consumer,CA,5
260,Mia Martinez,customer0260@example.com,2024-01-20,Small Business,NM,4
261,Leah Smith,customer0261@example.com,2025-03-13,Consumer,PA,1
262,Mason Johnson,customer0262@example.com,2024-03-02,Consumer,UT,5
263,Jack Lewis,customer0263@example.com,2022-09-01,Consumer,IL,3
264,Nora Thomas,customer0264@example.com,2025-02-16,Corporate,AZ,4
265,Jack White,customer0265@example.com,2024-04-02,Consumer,FL,2
266,Mia Thomas,customer0266@example.com,2024-08-28,Consumer,NY,1
267,Leo Brown,customer0267@example.com,2023-11-03,Corporate,OR,5
268,Leah Lewis,customer0268@example.com,2023-09-05,Consumer,TN,2
269,Ryan Thompson,customer0269@example.com,2025-12-22,Consumer,CO,5
270,Nora Thomas,customer0270@example.com,2025-10-11,Consumer,MA,1
271,Mason Patel,customer0271@example.com,2025-05-07,Consumer,UT,5
272,Ethan Smith,customer0272@example.com,2025-04-10,Consumer,UT,5
273,Leah Brown,customer0273@example.com,2025-10-26,Consumer,UT,5
274,Noah Patel,customer0274@example.com,2024-06-22,Consumer,NY,1
275,Noah Jackson,customer0275@example.com,2024-10-24,Small Business,OK,4
276,Mia White,customer0276@example.com,2023-03-01,Consumer,MA,1
277,Leah Thomas,customer0277@example.com,2022-12-21,Consumer,UT,5
278,Ryan Taylor,customer0278@example.com,2025-10-16,Small Business,MI,3
279,Aiden Davis,customer0279@example.com,2023-05-20,Consumer,OR,5
280,Mason Anderson,customer0280@example.com,2025-12-14,Consumer,VA,2
281,Aiden Taylor,customer0281@example.com,2025-02-21,Corporate,MI,3
282,Sophia Clark,customer0282@example.com,2025-10-17,Consumer,MN,3
283,Mia Anderson,customer0283@example.com,2022-03-28,Consumer,IL,3
284,Ella Martinez,customer0284@example.com,2024-09-08,Consumer,WI,3
285,Ryan Martinez,customer0285@example.com,2022-10-09,Consumer,WI,3
286,Ethan Smith,customer0286@example.com,2025-10-03,Corporate,GA,2
287,Emma Garcia,customer0287@example.com,2024-04-26,Consumer,VA,2
288,Mia Patel,customer0288@example.com,2025-02-01,Corporate,NY,1
289,Aiden Thompson,customer0289@example.com,2025-08-25,Consumer,NM,4
290,Mason Smith,customer0290@example.com,2022-07-03,Consumer,OH,3
291,Emma Lee,customer0291@example.com,2024-05-05,Corporate,WA,5
292,Leah Thompson,customer0292@example.com,2023-01-17,Corporate,PA,1
293,Ava Anderson,customer0293@example.com,2025-03-09,Consumer,PA,1
294,Ella Harris,customer0294@example.com,2024-12-09,Consumer,OH,3
295,Ella Martinez,customer0295@example.com,2023-01-30,Small Business,OR,5
296,Ella Martinez,customer0296@example.com,2023-01-17,Consumer,NC,2
297,Owen Davis,customer0297@example.com,2022-12-26,Consumer,MN,3
298,Leo Thomas,customer0298@example.com,2022-06-27,Consumer,TX,4
299,Mia Thompson,customer0299@example.com,2023-10-25,Corporate,FL,2
300,Leah Wilson,customer0300@example.com,2024-07-03,Small Business,MI,3
301,Owen Clark,customer0301@example.com,2022-01-24,Consumer,MI,3
302,Emma Garcia,customer0302@example.com,2024-08-11,Consumer,VA,2
303,Mason Garcia,customer0303@example.com,2025-08-01,Corporate,OR,5
304,Jack Wilson,customer0304@example.com,2023-03-25,Corporate,MN,3
305,Ella Lewis,customer0305@example.com,2024-02-05,Consumer,TN,2
306,Ryan Davis,customer0306@example.com,2023-05-22,Small Business,NV,4
307,Leo Martin,customer0307@example.com,2024-12-17,Small Business,NJ,1
308,Sophia Smith,customer0308@example.com,2025-01-26,Corporate,WA,5
309,Ryan Brown,customer0309@example.com,2022-12-03,Consumer,UT,5
310,Sophia Davis,customer0310@example.com,2025-04-09,Consumer,NV,4
311,Emma Martin,customer0311@example.com,2022-09-28,Consumer,OK,4
312,Emma Harris,customer0312@example.com,2024-08-04,Small Business,OR,5
313,Leah Martinez,customer0313@example.com,2022-01-07,Small Business,CT,1
314,Emma Jackson,customer0314@example.com,2023-12-07,Small Business,CT,1
315,Olivia Thompson,customer0315@example.com,2022-03-06,Consumer,NY,1
316,Zoe Taylor,customer0316@example.com,2024-02-23,Consumer,VA,2
317,Olivia Harris,customer0317@example.com,2022-09-30,Consumer,NM,4
318,Liam Harris,customer0318@example.com,2024-03-15,Consumer,NY,1
319,Ava Anderson,customer0319@example.com,2024-08-06,Small Business,CT,1
320,Ryan Moore,customer0320@example.com,2023-04-16,Consumer,NM,4
321,Lucas Davis,customer0321@example.com,2022-08-20,Consumer,VA,2
322,Ava Wilson,customer0322@example.com,2023-02-27,Consumer,UT,5
323,Ella Lewis,customer0323@example.com,2025-10-08,Small Business,NJ,1
324,Emma Moore,customer0324@example.com,2024-06-17,Consumer,GA,2
325,Mia White,customer0325@example.com,2023-08-16,Consumer,CT,1
326,Owen Lewis,customer0326@example.com,2025-10-09,Small Business,OH,3
327,Mia White,customer0327@example.com,2023-03-29,Consumer,MI,3
328,Ryan Clark,customer0328@example.com,2022-12-25,Consumer,MA,1
329,Aiden Smith,customer0329@example.com,2023-12-07,Corporate,CO,5
330,Aria Jackson,customer0330@example.com,2024-04-16,Consumer,CO,5
331,Ryan Thompson,customer0331@example.com,2023-05-09,Small Business,NC,2
332,Ella Smith,customer0332@example.com,2025-02-25,Consumer,VA,2
333,Leo Brown,customer0333@example.com,2024-03-06,Consumer,WA,5
334,Olivia Martin,customer0334@example.com,2024-01-30,Consumer,OH,3
335,Lucas Moore,customer0335@example.com,2025-10-11,Consumer,NJ,1
336,Noah Clark,customer0336@example.com,2025-10-07,Consumer,MA,1
337,Aria Anderson,customer0337@example.com,2022-02-01,Consumer,GA,2
338,Aiden Wilson,customer0338@example.com,2025-11-25,Consumer,NY,1
339,Ethan Harris,customer0339@example.com,2023-10-21,Small Business,OK,4
340,Ryan Taylor,customer0340@example.com,2023-09-24,Consumer,NV,4
341,Ella Garcia,customer0341@example.com,2024-08-19,Small Business,NM,4
342,Nora Thomas,customer0342@example.com,2024-04-27,Consumer,GA,2
343,Ava Martinez,customer0343@example.com,2025-02-07,Corporate,TN,2
344,Mason Brown,customer0344@example.com,2023-02-06,Consumer,OK,4
345,Ethan Thompson,customer0345@example.com,2025-02-01,Consumer,OR,5
346,Aiden Thompson,customer0346@example.com,2024-08-01,Consumer,MI,3
347,Mia Harris,customer0347@example.com,2024-09-27,Consumer,TN,2
348,Leo Smith,customer0348@example.com,2022-06-02,Corporate,NJ,1
349,Zoe Brown,customer0349@example.com,2025-07-15,Consumer,NY,1
350,Noah White,customer0350@example.com,2024-07-22,Consumer,CT,1
351,Aiden Thompson,customer0351@example.com,2022-02-02,Consumer,UT,5
352,Ava Patel,customer0352@example.com,2024-12-20,Small Business,NV,4
353,Ava White,customer0353@example.com,2025-11-30,Small Business,OH,3
354,Sophia White,customer0354@example.com,2022-11-01,Consumer,CT,1
355,Lucas Taylor,customer0355@example.com,2023-07-02,Small Business,CA,5
356,Leah Martin,customer0356@example.com,2025-03-03,Consumer,OH,3
357,Olivia Smith,customer0357@example.com,2022-07-11,Consumer,MN,3
358,Aiden Smith,customer0358@example.com,2025-07-28,Consumer,WA,5
359,Aiden Jackson,customer0359@example.com,2025-08-13,Small Business,CT,1
360,Leo Smith,customer0360@example.com,2023-04-16,Consumer,CT,1
361,Lucas Smith,customer0361@example.com,2022-06-02,Small Business,NM,4
362,Owen Smith,customer0362@example.com,2023-01-03,Corporate,OR,5
363,Noah Clark,customer0363@example.com,2022-10-23,Small Business,MA,1
364,Mason Lee,customer0364@example.com,2025-02-28,Consumer,MA,1
365,Aria Moore,customer0365@example.com,2022-10-14,Small Business,CA,5
366,Nora Smith,customer0366@example.com,2022-07-20,Consumer,CA,5
367,Jack Lewis,customer0367@example.com,2025-05-04,Consumer,MI,3
368,Lucas Martin,customer0368@example.com,2024-10-01,Consumer,CT,1
369,Zoe Lee,customer0369@example.com,2025-10-24,Consumer,OK,4
370,Jack Anderson,customer0370@example.com,2023-05-20,Small Business,NJ,1
371,Mia Moore,customer0371@example.com,2025-12-28,Small Business,OH,3
372,Aria Taylor,customer0372@example.com,2022-08-07,Consumer,NM,4
373,Nora Martinez,customer0373@example.com,2022-07-29,Consumer,AZ,4
374,Ella Harris,customer0374@example.com,2025-02-10,Consumer,TX,4
375,Olivia Taylor,customer0375@example.com,2025-02-09,Consumer,CT,1
376,Leah Patel,customer0376@example.com,2023-08-21,Consumer,IL,3
377,Ethan Clark,customer0377@example.com,2024-12-03,Consumer,CO,5
378,Mia Martinez,customer0378@example.com,2023-09-09,Consumer,GA,2
379,Liam Jackson,customer0379@example.com,2023-07-20,Consumer,MA,1
380,Nora Martinez,customer0380@example.com,2023-05-21,Small Business,MA,1
381,Jack Davis,customer0381@example.com,2024-07-26,Consumer,OR,5
382,Leah Thomas,customer0382@example.com,2025-06-24,Consumer,PA,1
383,Aria Jackson,customer0383@example.com,2025-08-26,Corporate,AZ,4
384,Aria Lewis,customer0384@example.com,2025-11-24,Consumer,MI,3
385,Leah Thomas,customer0385@example.com,2023-08-20,Small Business,VA,2
386,Ethan Thomas,customer0386@example.com,2024-02-10,Consumer,CO,5
387,Sophia Clark,customer0387@example.com,2023-02-14,Consumer,WI,3
388,Ryan Patel,customer0388@example.com,2024-08-03,Corporate,GA,2
